caf;txapptragt
caf;txapptragt
CAF DE L'AIN;88,290876717
CAF DE L'AISNE;81,722207996
CAF DE L'ALLIER;85,857961811
CAF DES ALPES-DE-HAUTE-PROVENCE;85,522740697
CAF DES HAUTES-ALPES;86,34774554
CAF DES ALPES-MARITIMES;81,989235632
CAF DE L'ARDECHE;88,894946938
CAF DES ARDENNES;81,712388282
CAF DE L'ARIEGE;88,017931077
CAF DE L'AUBE;84,012982893
CAF DE L'AUDE;82,138669249
CAF DE L'AVEYRON;87,991386529
CAF DES BOUCHES-DU-RHONE;83,521721201
CAF DU CALVADOS;87,506435801
CAF DU CANTAL;90,964050962
CAF DE LA CHARENTE;85,156088179
CAF DE LA CHARENTE-MARITIME;86,084217293
CAF DU CHER;85,454545455
CAF DE LA CORREZE;84,066203332
CAF DE CORSE-DU-SUD;80,440328088
CAF DE LA HAUTE-CORSE;80,880201189
CAF DE LA COTE-D'OR;83,740085983
CAF DES COTES-D'ARMOR;74,424474116
CAF DE LA CREUSE;84,13202158
CAF DE LA DORDOGNE;95,019461118
CAF DU DOUBS;88,628506211
CAF DE LA DROME;88,357260227
CAF DE L'EURE;87,217367031
CAF DE L'EURE-ET-LOIR;86,658984029
CAF DU FINISTERE;73,917630837
CAF DU GARD;83,994151371
CAF DE LA HAUTE-GARONNE;88,414194674
CAF DU GERS;88,108196364
CAF DE GIRONDE;83,162165686
CAF DE L'HERAULT;84,60197117
CAF DE L'ILLE-ET-VILAINE;86,757286642
CAF DE L'INDRE;90,198612434
CAF DE L'INDRE-ET-LOIRE;86,363441689
CAF DE L'ISERE;88,563233746
CAF DU JURA;89,897289465
CAF DES LANDES;82,738999745
CAF DE LOIR-ET-CHER;90,342762261
CAF DE LA LOIRE;87,873813432
CAF DE LA HAUTE-LOIRE;89,333255488
CAF DE LOIRE-ATLANTIQUE;86,187678811
CAF DU LOIRET;90,849972931
CAF DU LOT;93,208287177
CAF DE LOT-ET-GARONNE;83,041454902
CAF DE LA LOZERE;97,505232788
CAF DE MAINE-ET-LOIRE;87,344285184
CAF DE LA MANCHE;87,600519062
CAF DE LA MARNE;81,000478074
CAF DE LA HAUTE-MARNE;83,630898862
CAF DE LA MAYENNE;87,002021866
CAF DE LA MEURTHE-ET-MOSELLE;86,853469352
CAF DE LA MEUSE;89,336754214
CAF DU MORBIHAN;74,883259104
CAF DE LA MOSELLE;98,388692752
CAF DE LA NIEVRE;84,144833817
CAF DU NORD;76,70386721
CAF DE L'OISE;90,19643179
CAF DE L'ORNE;87,87775263
CAF DU PAS-DE-CALAIS;72,697727396
CAF DU PUY-DE-DOME;94,309848373
CAF DES PYRENEES-ATLANTIQUES;82,474752363
CAF DES HAUTES-PYRENEES;89,024550925
CAF DES PYRENNEES-ORIENTALES;83,134947924
CAF DU BAS-RHIN;91,625067615
CAF DU HAUT-RHIN;89,802872159
CAF DU RHONE;87,618206684
CAF DE LA HAUTE-SAONE;88,799175761
CAF DE LA SAONE-ET-LOIRE;85,118535263
CAF DE LA SARTHE;87,351650138
CAF DE LA SAVOIE;88,244747437
CAF DE LA HAUTE-SAVOIE;88,417945448
CAF DE PARIS;84,026954168
CAF DE SEINE-MARITIME;85,465061042
CAF DE SEINE-ET-MARNE;87,132828802
CAF DES YVELINES;86,516005162
CAF DES DEUX-SEVRES;85,751808356
CAF DE LA SOMME;90,73839362
CAF DU TARN;87,957595899
CAF DE TARN-ET-GARONNE;87,933884298
CAF DU VAR;82,817245326
CAF DU VAUCLUSE;86,576631427
CAF DE LA VENDEE;86,705512199
CAF DE LA VIENNE;84,249841416
CAF DE LA HAUTE-VIENNE;83,921782313
CAF DES VOSGES;89,171324638
CAF DE L'YONNE;84,553728553
CAF DU TERRITOIRE DE BELFORT;87,830034502
CAF DE L'ESSONNE;84,723526518
CAF DES HAUTS-DE-SEINE;86,90805036
CAF DE SEINE-SAINT-DENIS;89,59609918
CAF DU VAL-DE-MARNE;84,567498196
CAF DU VAL-D'OISE;83,701014762
CAF DE LA GUADELOUPE;89,319734036
CAF DE LA MARTINIQUE;89,525135279
CAF DE LA GUYANE;88,762135448
CAF DE LA REUNION;88,348056469
